,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
1567,Cafe Junction,4.191498741,0,"433P+7XM, Beltarodi Rd, near Pyramid Graphics",,Cafe,"https://www.google.com/maps/place/Cafe+Junction/@21.1032187,79.0874147,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf41fc8fbb0f:0xcaeab55e3bf41199!8m2!3d21.1032187!4d79.0874147!16s%2Fg%2F11sbwpkkxv?hl=en",21.1032187,79.0874147,Yes,No,756,CASH
1568,The Frypan Restaurant,4.191498741,0,625X+CQ6,,Fast food restaurant,"https://www.google.com/maps/place/The+Frypan+Restaurant/@21.1742344,79.0596732,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c15de6d64029:0xc6d2bceabd2fbe40!8m2!3d21.1742344!4d79.0596732!16s%2Fg%2F11swnb26rp?hl=en",21.1742344,79.0596732,Yes,Yes,538,CASH
1569,The Egg Cafe,4.191498741,0,"1, Jafar Nagar Lane 2",,Cafe,"https://www.google.com/maps/place/The+Egg+Cafe/@21.1823363,79.0665442,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c05ebc8847:0xe5dc1ba5b1b855b!8m2!3d21.1823363!4d79.0665442!16s%2Fg%2F11sr7rdvvv?hl=en",21.1823363,79.0665442,Yes,Yes,754,CASH AND UPI
1570,Cafe Prabhan,4.191498741,0,"Shop No. 191, maharshi, Narayan Apartment",,Cafe,"https://www.google.com/maps/place/Cafe+Prabhan/@21.1390462,79.0641675,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f020c26681:0x5b70510f598cff7d!8m2!3d21.1390462!4d79.0641675!16s%2Fg%2F11s8y37dzm?hl=en",21.1390462,79.0641675,Yes,No,934,CASH AND UPI
1571,Preet Cafe,4.191498741,0,,+91 76630 58750,Florist,"https://www.google.com/maps/place/Preet+Cafe/@21.1374161,79.1271615,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d96cb27df7:0x2c97bae6f38a82e4!8m2!3d21.1374161!4d79.1271615!16s%2Fg%2F11tsffylyf?hl=en",21.1374161,79.1271615,Yes,Yes,991,CASH
1572,The cafe,4.191498741,0,537F+59P,,Coffee shop,"https://www.google.com/maps/place/The+cafe/@21.1629554,79.0734564,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c15897f85cbd:0xd2aa23bd6223ad4c!8m2!3d21.1629554!4d79.0734564!16s%2Fg%2F11t_l9gf_n?hl=en",21.1629554,79.0734564,Yes,Yes,803,CASH
1573,Basundi Chai Cafe,4.191498741,0,Play no 1234 Epicur food plaza,,Coffee shop,"https://www.google.com/maps/place/Basundi+Chai+Cafe/@21.0938555,79.0750191,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf844a23e243:0xfe47c3aec03970ad!8m2!3d21.0938555!4d79.0750191!16s%2Fg%2F11td0sp8c5?hl=en",21.0938555,79.0750191,Yes,Yes,985,CASH AND UPI
1574,Fusion Cafe,4.191498741,0,"Shop no. G, Vajreshwari Apartment, SH 3",+91 74101 64014,Cafe,"https://www.google.com/maps/place/Fusion+Cafe/@21.1065711,79.0823971,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf98b328a77b:0x42e2e28f24027ac8!8m2!3d21.1065711!4d79.0823971!16s%2Fg%2F11jygcw9b2?hl=en",21.1065711,79.0823971,Yes,Yes,752,CASH
1575,Abha,4.191498741,0,1,+91 788 797 2826,Coffee shop,"https://www.google.com/maps/place/Abha/@21.176064,79.1465965,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c768d69a6951:0x8c47e4d6c492557e!8m2!3d21.176064!4d79.1465965!16s%2Fg%2F11rn8x6pvn?hl=en",21.176064,79.1465965,Yes,No,553,CASH
1576,Mahendra Tea Stol,4.191498741,0,"546W+JMF, Kalamna Market Rd",+91 97660 07093,Cafe,"https://www.google.com/maps/place/Mahendra+Tea+Stol/@21.1615555,79.1466635,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c788a76c0401:0x6361d347d09b908b!8m2!3d21.1615555!4d79.1466635!16s%2Fg%2F11rd0m3xdj?hl=en",21.1615555,79.1466635,Yes,Yes,625,CASH AND UPI
1577,rakesh services,4.191498741,0,"shop no 1, Central Ave",+91 73505 44923,Coffee shop,"https://www.google.com/maps/place/rakesh+services/@21.1582508,79.1173087,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c73c5514c2d3:0xf98cc7ddd3e46f81!8m2!3d21.1582508!4d79.1173087!16s%2Fg%2F11t6vncg3q?hl=en",21.1582508,79.1173087,Yes,Yes,760,CASH
1578,Night Vision Cafe,4.191498741,0,"6, Gokul Khanna Apartment, Gopal Nagar Main Rd",,Cafe,"https://www.google.com/maps/place/Night+Vision+Cafe/@21.1154958,79.0475779,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfe260218f4f:0x80f4dbd1134a577e!8m2!3d21.1154958!4d79.0475779!16s%2Fg%2F11shp2gcp2?hl=en",21.1154958,79.0475779,Yes,Yes,554,CASH
1579,South Indian Restaurant,4.191498741,0,"1, Ambazari - Hingna Rd",+91 86682 97663,Fast food restaurant,"https://www.google.com/maps/place/South+Indian+Restaurant/@21.1312905,79.0472645,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c15fad63cc79:0xaf7b2ec94e4a85e7!8m2!3d21.1312905!4d79.0472645!16s%2Fg%2F11t476qd12?hl=en",21.1312905,79.0472645,Yes,Yes,736,CASH
1580,Mahakal Pani Puri Center,4.191498741,0,Kalamna,+91 88885 55906,Fast food restaurant,"https://www.google.com/maps/place/Mahakal+Pani+Puri+Center/@21.1797251,79.1536583,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d22a73b733:0x27ea169516f19440!8m2!3d21.1797251!4d79.1536583!16s%2Fg%2F11tcv0r5fs?hl=en",21.1797251,79.1536583,Yes,Yes,640,CASH AND UPI
1581,AASWAD CAFE AND ICE CREAM PARLOR,4.191498741,0,HINGNA T POINT IN FRONT OF PRIYADARSHANI GIRL'S HOSTEL UTKARSH NILAYAM APARTMENT,,Cafe,"https://www.google.com/maps/place/AASWAD+CAFE+AND+ICE+CREAM+PARLOR/@21.1201962,79.030973,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1dee1ef62e9:0xcfd6a2de8646b2c0!8m2!3d21.1201962!4d79.030973!16s%2Fg%2F11t46nym3l?hl=en",21.1201962,79.030973,Yes,No,729,CASH
1582,Shree Chainese Center,4.191498741,0,"Mahajan Pura, Pardi",+91 99707 45716,Fast food restaurant,"https://www.google.com/maps/place/Shree+Chainese+Center/@21.1467976,79.1603543,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a75618b21f:0x4be9bdf1a456ea08!8m2!3d21.1467976!4d79.1603543!16s%2Fg%2F11s61d3wt0?hl=en",21.1467976,79.1603543,Yes,No,810,CASH AND UPI
1583,Gauri Laxmi Pan Shop,4.191498741,0,"Shop No 1, Chowk",+91 95119 91107,Cafe,"https://www.google.com/maps/place/Gauri+Laxmi+Pan+Shop/@21.1348424,79.1400064,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c79152714fdd:0x39776d6eb5ab318a!8m2!3d21.1348424!4d79.1400064!16s%2Fg%2F11q4bssq3j?hl=en",21.1348424,79.1400064,Yes,Yes,692,CASH
1584,Bisen Chat Center,4.191498741,0,Pardi,+91 89991 96563,Fast food restaurant,"https://www.google.com/maps/place/Bisen+Chat+Center/@21.1499253,79.1580839,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c702816e6283:0xcb4c946ef41c7e58!8m2!3d21.1499253!4d79.1580839!16s%2Fg%2F11tfn0fkww?hl=en",21.1499253,79.1580839,Yes,Yes,546,CASH AND UPI
1585,New Chai Sutta,4.191498741,0,Shop No 1,+91 90115 41048,Coffee shop,"https://www.google.com/maps/place/New+Chai+Sutta/@21.1437986,79.1356571,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c78f3a91d3d7:0x53d4d87f3d8f5be7!8m2!3d21.1437986!4d79.1356571!16s%2Fg%2F11pzwzw07_?hl=en",21.1437986,79.1356571,Yes,Yes,965,CASH
1586,Anuradha Gharghuti Mess,4.191498741,0,Shop No 1,+91 96046 70485,Fast food restaurant,"https://www.google.com/maps/place/Anuradha+Gharghuti+Mess/@21.1466741,79.1355469,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c73196826e39:0xf9723872de9e5252!8m2!3d21.1466741!4d79.1355469!16s%2Fg%2F11q47xmj6g?hl=en",21.1466741,79.1355469,Yes,No,661,CASH
1587,Avani Shravani Mess,4.191498741,0,"Shop No, 1, Bhandara Rd",+91 95886 62973,Vegetarian restaurant,"https://www.google.com/maps/place/Avani+Shravani+Mess/@21.1476648,79.1674855,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72bf6256f31:0x3e9f0d35afacea06!8m2!3d21.1476648!4d79.1674855!16s%2Fg%2F11qgyyzrv9?hl=en",21.1476648,79.1674855,Yes,No,770,CASH
1588,Badal Pan Palace,4.191498741,0,4,+91 88558 46320,Fast food restaurant,"https://www.google.com/maps/place/Badal+Pan+Palace/@21.1401145,79.1471413,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c70fd3ebad7d:0x7a2dba7ff4cd6a44!8m2!3d21.1401145!4d79.1471413!16s%2Fg%2F11sh68tpz4?hl=en",21.1401145,79.1471413,Yes,No,511,CASH
1589,Ma Vaishno Chat & Dabeli,4.191498741,0,,+91 86059 61018,Fast food restaurant,"https://www.google.com/maps/place/Ma+Vaishno+Chat+%26+Dabeli/@21.1740024,79.1340568,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72e74f99147:0xf25d7b04050662f0!8m2!3d21.1740024!4d79.1340568!16s%2Fg%2F11k56j37rw?hl=en",21.1740024,79.1340568,Yes,Yes,909,CASH
1590,BOMBAY CAFE,4.191498741,0,,,Restaurant,"https://www.google.com/maps/place/BOMBAY+CAFE/@21.1230523,79.1220675,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b8a7f218c73f:0xcb6c22d2a51a722!8m2!3d21.1230523!4d79.1220675!16s%2Fg%2F11sbwmv7sv?hl=en",21.1230523,79.1220675,Yes,Yes,609,CASH
1591,Vijay Shahu Nasta Point,4.191498741,0,55P9 8R,+91 95792 73128,Fast food restaurant,"https://www.google.com/maps/place/Vijay+Shahu+Nasta+Point/@21.1847056,79.1698442,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76433549657:0x2578011aee0f18a4!8m2!3d21.1847056!4d79.1698442!16s%2Fg%2F11s4_bbjbh?hl=en",21.1847056,79.1698442,Yes,Yes,544,CASH AND UPI
1592,Shivanand Food Senter,4.191498741,0,34,+91 89755 49175,Cafe,"https://www.google.com/maps/place/Shivanand+Food+Senter/@21.1446557,79.1528762,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d358c1b449:0x54bf2d734041e2d6!8m2!3d21.1446557!4d79.1528762!16s%2Fg%2F11q47x_c1d?hl=en",21.1446557,79.1528762,Yes,No,598,CASH AND UPI
1593,Hafij Gupchup Chat Point,4.191498741,0,"123, Bhilgaon Rd",+91 93563 75317,Fast food restaurant,"https://www.google.com/maps/place/Hafij+Gupchup+Chat+Point/@21.1851002,79.1363231,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7e22f22e127:0x285282db6fda1a73!8m2!3d21.1851002!4d79.1363231!16s%2Fg%2F11tjy65nbc?hl=en",21.1851002,79.1363231,Yes,No,582,CASH AND UPI
1594,Radhe Radhe Restaurant,4.191498741,0,Pardi Road,+91 95955 17841,Restaurant,"https://www.google.com/maps/place/Radhe+Radhe+Restaurant/@21.095591,79.0777951,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfaa845a03ab:0xfc0216844e11398e!8m2!3d21.095591!4d79.0777951!16s%2Fg%2F11q3zfwfp5?hl=en",21.095591,79.0777951,Yes,Yes,534,CASH
1595,Smarty Cafe,4.191498741,0,,+91 88301 86602,Cafe,"https://www.google.com/maps/place/Smarty+Cafe/@21.1640157,79.0450202,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1460f7bf8d5:0xdeb9085352f977cb!8m2!3d21.1640157!4d79.0450202!16s%2Fg%2F11ss5psmc3?hl=en",21.1640157,79.0450202,Yes,No,677,CASH
1596,Nayan Jain,4.191498741,0,Kharbi Rd,+91 77090 88392,Cafe,"https://www.google.com/maps/place/Nayan+Jain/@21.1348134,79.140039,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c77ec29e6a91:0xdd4be470863dd9e1!8m2!3d21.1348134!4d79.140039!16s%2Fg%2F11rylm2qw3?hl=en",21.1348134,79.140039,Yes,Yes,987,CASH AND UPI
1597,General Store,4.191498741,0,"Swaminarayan Mandir, Wathoda",+91 93714 61958,Cafe,"https://www.google.com/maps/place/General+Store/@21.1372866,79.1455327,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c772deb54891:0x9ed1b0e684eee02d!8m2!3d21.1372866!4d79.1455327!16s%2Fg%2F11k9cm274g?hl=en",21.1372866,79.1455327,Yes,No,980,CASH
1598,Cafe Te Amo,4.191498741,0,53G2+H26,,Coffee shop,"https://www.google.com/maps/place/Cafe+Te+Amo/@21.1764007,79.0500235,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c161e8b74231:0xede1a2a2bd4f00d8!8m2!3d21.1764007!4d79.0500235!16s%2Fg%2F11khbyn59q?hl=en",21.1764007,79.0500235,Yes,Yes,709,CASH AND UPI
1599,Knowhere hukkah cafe,4.191498741,0,Mangalmurti Chowk,,Cafe,"https://www.google.com/maps/place/Knowhere+hukkah+cafe/@21.1177946,79.0344151,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfeff25e17c5:0xa442338393b6af42!8m2!3d21.1177946!4d79.0344151!16s%2Fg%2F11txv55m8d?hl=en",21.1177946,79.0344151,Yes,No,634,CASH AND UPI
1600,Palak Mahatat Center,4.191498741,0,"Shop No 1, near Chandmari Nagar",+91 77739 44486,Coffee shop,"https://www.google.com/maps/place/Palak+Mahatat+Center/@21.1323075,79.149567,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d1153e6911:0x21009d21a0a41015!8m2!3d21.1323075!4d79.149567!16s%2Fg%2F11tx7kwp7m?hl=en",21.1323075,79.149567,Yes,No,709,CASH
1601,Suswagatam Panipuri,4.191498741,0,Shop No 2 Pardi,+91 90758 66126,Fast food restaurant,"https://www.google.com/maps/place/Suswagatam+Panipuri/@21.1562565,79.1661239,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c77fed53fe65:0x6e25bd0ebea43f03!8m2!3d21.1562565!4d79.1661239!16s%2Fg%2F11sgl0941x?hl=en",21.1562565,79.1661239,Yes,No,619,CASH
1602,As Enterprise's,4.191498741,0,4,+91 93072 20313,Cafe,"https://www.google.com/maps/place/As+Enterprise's/@21.1246595,79.1374558,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b97dc91d313d:0xb9f182af833ccf71!8m2!3d21.1246595!4d79.1374558!16s%2Fg%2F11kbsk_04b?hl=en",21.1246595,79.1374558,Yes,Yes,856,CASH
1603,Shakil Bhai ghar,4.191498741,0,512,,Coffee shop,"https://www.google.com/maps/place/Shakil+Bhai+ghar/@21.172476,79.1313067,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7ca03962e83:0x8802a6e6c8f33d76!8m2!3d21.172476!4d79.1313067!16s%2Fg%2F11pkljf_m6?hl=en",21.172476,79.1313067,Yes,Yes,644,CASH
1604,Nosh Cafe,4.191498741,0,opposite baba saheb satute,,Cafe,"https://www.google.com/maps/place/Nosh+Cafe/@21.1224003,79.0569804,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c143b28dfda7:0x3c0eae1e7565052e!8m2!3d21.1224003!4d79.0569804!16s%2Fg%2F11fmf7gc70?hl=en",21.1224003,79.0569804,Yes,Yes,713,CASH
1605,AL Mizan Cool Drink,4.191498741,0,448H+483,+91 96655 42625,Cafe,"https://www.google.com/maps/place/AL+Mizan+Cool+Drink/@21.1152524,79.1282897,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b922844647cf:0x61b94f041854a992!8m2!3d21.1152524!4d79.1282897!16s%2Fg%2F11rtlw018b?hl=en",21.1152524,79.1282897,Yes,No,581,CASH
1606,Sangitkar Chai Wala,4.191498741,0,"Plot No 2, Umred Rd, near Priyadarshini Bhagwati Clg Of Engineering",,Cafe,"https://www.google.com/maps/place/Sangitkar+Chai+Wala/@21.1195381,79.1244472,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b9b1e5a00845:0x3356a373730c84f4!8m2!3d21.1195381!4d79.1244472!16s%2Fg%2F11sc42_w4q?hl=en",21.1195381,79.1244472,Yes,Yes,717,CASH
1607,ANNAPURNA CHATURVEDI Restaurant,4.191498741,0,"439C+JMF, RPTS Rd",,Restaurant,"https://www.google.com/maps/place/ANNAPURNA+CHATURVEDI+Restaurant/@21.1190578,79.0716792,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7d95111a41:0xc7a2c07bd00bcc15!8m2!3d21.1190578!4d79.0716792!16s%2Fg%2F11tfhjfsw9?hl=en",21.1190578,79.0716792,Yes,Yes,674,CASH
1608,Jay Bhavani Panipuri Center,4.191498741,0,,+91 77093 25133,Fast food restaurant,"https://www.google.com/maps/place/Jay+Bhavani+Panipuri+Center/@21.1838537,79.1327371,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b2b1e46b85:0xbf2d84d9099fc00b!8m2!3d21.1838537!4d79.1327371!16s%2Fg%2F11rpdbt76v?hl=en",21.1838537,79.1327371,Yes,Yes,751,CASH
1609,M N Dry Fruits,4.191498741,0,,+91 84590 89831,Fast food restaurant,"https://www.google.com/maps/place/M+N+Dry+Fruits/@21.1857385,79.1343622,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c74d64a543df:0x66a605b86b4ed0ff!8m2!3d21.1857385!4d79.1343622!16s%2Fg%2F11sm7pxkr1?hl=en",21.1857385,79.1343622,Yes,Yes,884,CASH AND UPI
1610,Honey Daily Needs And Icecream Parlour,4.191498741,0,Shop No 1,+91 90496 37738,Cafe,"https://www.google.com/maps/place/Honey+Daily+Needs+And+Icecream+Parlour/@21.1777544,79.1333329,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c70619fe542b:0xf16ea0619addd50e!8m2!3d21.1777544!4d79.1333329!16s%2Fg%2F11q9_v9tk2?hl=en",21.1777544,79.1333329,Yes,No,767,CASH AND UPI
1611,Shaneshwar Pani Puri Center,4.191498741,0,,+91 97659 58598,Fast food restaurant,"https://www.google.com/maps/place/Shaneshwar+Pani+Puri+Center/@21.1837435,79.1333604,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d0b39ea007:0x655cef822732cdf9!8m2!3d21.1837435!4d79.1333604!16s%2Fg%2F11smt3t6w5?hl=en",21.1837435,79.1333604,Yes,No,632,CASH
1612,Hotel Anand Family Restaurant,4.191498741,0,Vivekanad Nagar,+91 70663 51885,Restaurant,"https://www.google.com/maps/place/Hotel+Anand+Family+Restaurant/@21.0996206,79.0685401,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8e59d82f4d:0xb87e830215eebe62!8m2!3d21.0996206!4d79.0685401!16s%2Fg%2F11spjtdzyy?hl=en",21.0996206,79.0685401,Yes,Yes,530,CASH
1613,Chai sutta cafe,4.191498741,0,,,Cafe,"https://www.google.com/maps/place/Chai+sutta+cafe/@21.1491124,79.0549807,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1ea460627db:0xfaac5f035e6f6c29!8m2!3d21.1491124!4d79.0549807!16s%2Fg%2F11rzkxdxsg?hl=en",21.1491124,79.0549807,Yes,No,990,CASH
1614,The Kitchen Art Of Food,4.191498741,0,"Plot no. 276, near Kohinoor lawn",,Cafe,"https://www.google.com/maps/place/The+Kitchen+Art+Of+Food/@21.1435091,79.1465024,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7e282312b83:0x9d7630d1aaef085a!8m2!3d21.1435091!4d79.1465024!16s%2Fg%2F11lryp2v6w?hl=en",21.1435091,79.1465024,Yes,Yes,887,CASH AND UPI
1615,GOLU RESTAURANT,4.191498741,0,,,Restaurant,"https://www.google.com/maps/place/GOLU+RESTAURANT/@21.1595504,78.9981769,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4ea8b1f73983f:0x5519baadf56740ab!8m2!3d21.1595504!4d78.9981769!16s%2Fg%2F11jyf85rl0?hl=en",21.1595504,78.9981769,Yes,No,899,CASH
1616,Patle Tea Stall,4.191498741,0,"Shop No 1, Wathoda Rd",+91 83790 75806,Coffee shop,"https://www.google.com/maps/place/Patle+Tea+Stall/@21.1414665,79.1432878,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7bd562904bb:0x74b5dde83268c39f!8m2!3d21.1414665!4d79.1432878!16s%2Fg%2F11srj9s3bp?hl=en",21.1414665,79.1432878,Yes,No,510,CASH AND UPI
1617,Yana Chinese Centre,4.191498741,0,3,+91 80558 97296,Fast food restaurant,"https://www.google.com/maps/place/Yana+Chinese+Centre/@21.1493239,79.1607961,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c753ac285727:0x9d72b8e4000d2acc!8m2!3d21.1493239!4d79.1607961!16s%2Fg%2F11sn7fbq_x?hl=en",21.1493239,79.1607961,Yes,No,787,CASH
1618,Harshit nasta point,4.191498741,0,"navin nagar, road",+91 94036 79374,Vegetarian restaurant,"https://www.google.com/maps/place/Harshit+nasta+point/@21.1523433,79.1698442,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b9dd336a15:0x40b3b0065ef94a36!8m2!3d21.1523433!4d79.1698442!16s%2Fg%2F11tf66tcs4?hl=en",21.1523433,79.1698442,Yes,No,789,CASH
1619,Durga Dairy,4.191498741,0,Pardi,+91 80800 49817,Fast food restaurant,"https://www.google.com/maps/place/Durga+Dairy/@21.1543459,79.1666926,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7ce07d1744d:0x5bd25d7de752c003!8m2!3d21.1543459!4d79.1666926!16s%2Fg%2F11s7lq3w4n?hl=en",21.1543459,79.1666926,Yes,Yes,776,CASH
1620,Tidke Gupchup Center,4.191498741,0,1 Ca Raod,+91 95451 73245,Fast food restaurant,"https://www.google.com/maps/place/Tidke+Gupchup+Center/@21.1653583,79.1711906,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7ec758b61b3:0x51eca4a10e5a9454!8m2!3d21.1653583!4d79.1711906!16s%2Fg%2F11rz2g1284?hl=en",21.1653583,79.1711906,Yes,Yes,900,CASH
1621,Jaya Enterprises,4.191498741,0,"59, Godhani Road, behind Govind L",,Kitchen furniture store,"https://www.google.com/maps/place/Jaya+Enterprises/@21.202823,79.0666893,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10c4f8213d9:0x318faec0d1bcbbb8!8m2!3d21.202823!4d79.0666893!16s%2Fg%2F11smqmb926?hl=en",21.202823,79.0666893,Yes,Yes,814,CASH
1622,Harsh Chai & Nashta Cente,4.191498741,0,1,+91 97632 57216,Cafe,"https://www.google.com/maps/place/Harsh+Chai+%26+Nashta+Cente/@21.1937322,79.1268125,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b914016c75:0x75c6fe5592d6b604!8m2!3d21.1937322!4d79.1268125!16s%2Fg%2F11q4g5cr1f?hl=en",21.1937322,79.1268125,Yes,Yes,910,CASH
1623,Marathi Manus Omelette Chaska,4.191498741,0,54V2+4GV,,Restaurant,"https://www.google.com/maps/place/Marathi+Manus+Omelette+Chaska/@21.1928615,79.1013079,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c16154702d2f:0x10e8ceb431c5a310!8m2!3d21.1928615!4d79.1013079!16s%2Fg%2F11sq9klz69?hl=en",21.1928615,79.1013079,Yes,Yes,849,CASH AND UPI
1624,Lal PathLabs,4.191498741,0,,+91 97652 83951,Restaurant,"https://www.google.com/maps/place/Lal+PathLabs/@21.2026933,79.0892544,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c142dcd02f7f:0xe439e0c3a2e12e45!8m2!3d21.2026933!4d79.0892544!16s%2Fg%2F11tdr2531f?hl=en",21.2026933,79.0892544,Yes,Yes,711,CASH AND UPI
1625,A.K. CHICKEN SHOP,4.191498741,0,,,Restaurant,"https://www.google.com/maps/place/A.K.+CHICKEN+SHOP/@21.1934422,79.1001306,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1482383abe9:0x1a2887786dc146b2!8m2!3d21.1934422!4d79.1001306!16s%2Fg%2F11t8by9dz9?hl=en",21.1934422,79.1001306,Yes,Yes,640,CASH
1626,Vaseem Vegitables,4.191498741,0,Shop 25 Yashodra,+91 80550 25392,Vegetarian restaurant,"https://www.google.com/maps/place/Vaseem+Vegitables/@21.1978328,79.0886889,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c14535d9ecff:0x5da7198c76e5d984!8m2!3d21.1978328!4d79.0886889!16s%2Fg%2F11swvdjpt4?hl=en",21.1978328,79.0886889,Yes,No,788,CASH AND UPI
1627,El aroma cafe,4.191498741,0,"jai Mandir, gulabrao Galli, G-001 jai Mahavir appartment, Bhajimandi Rd",,Coffee shop,"https://www.google.com/maps/place/El+aroma+cafe/@21.1527414,79.1118903,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d69d060027:0x9a44527ba120dc37!8m2!3d21.1527414!4d79.1118903!16s%2Fg%2F11jyyrw8zj?hl=en",21.1527414,79.1118903,Yes,Yes,771,CASH
1628,NIKHIL CHINESE CENTER,4.191498741,0,"2, NARA ROAD",+91 93590 90815,Food court,"https://www.google.com/maps/place/NIKHIL+CHINESE+CENTER/@21.2035088,79.10126,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c169b0018485:0x57cbb05330000000!8m2!3d21.2035088!4d79.10126!16s%2Fg%2F11rdx2mqjq?hl=en",21.2035088,79.10126,Yes,Yes,636,CASH AND UPI
1629,Kolkata Puchka,4.191498741,0,6473+3FR,+91 99211 54590,Restaurant,"https://www.google.com/maps/place/Kolkata+Puchka/@21.2127424,79.1036288,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1569b9bc97b:0x79c1228530000000!8m2!3d21.2127424!4d79.1036288!16s%2Fg%2F11js4n1x6t?hl=en",21.2127424,79.1036288,Yes,Yes,732,CASH AND UPI
1630,Sahil Cafe,4.191498741,0,"Bhankheda, Road, near Irfan Doctor Clinic",,Cafe,"https://www.google.com/maps/place/Sahil+Cafe/@21.1590506,79.1001137,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d7f59bba97:0x457679afc8366cab!8m2!3d21.1590506!4d79.1001137!16s%2Fg%2F11k4nwk6sc?hl=en",21.1590506,79.1001137,Yes,Yes,618,CASH AND UPI
1631,MOONG PAKODEWALA,4.191498741,0,632X+RXH,+91 78430 41799,Restaurant,"https://www.google.com/maps/place/MOONG+PAKODEWALA/@21.2020722,79.0999863,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1652d0801cd:0xefc2380550e41681!8m2!3d21.2020722!4d79.0999863!16s%2Fg%2F11rpdd1_jn?hl=en",21.2020722,79.0999863,Yes,No,950,CASH AND UPI
